business_id,name,city,stars,review_count,is_open,categories0,categories1,categories2,categories3,categories4
bdzsysuiszyhkysdmtnwak36,adcnmmtnilwjywicvuhkkjxpdepkrthllwbdoqnqjopwrcyrvbijdppotalxzpi36,Philadelphia,4.0,6,0,Tobacco Shops, Hydro-jetting, Home Services, Bars, Canadian (New)
dgdzgtcssgulwaenjcbmpw37,dfekmxuqdgiuinwzjqbprenaijfeggvxmsyzlnbvsamotdgjhyslnuhsafkgzit37,Dresher,3.0,79,0,Indian, Bakeries, Food, Makeup Artists, Food
bxmfgbkgggglsvsstcmjti38,uapoaapieqqdzkgqipkrjrznmsbjmkdxahrhiaalqhmuxxylwgyuoetkqyesbea38,Philadelphia,3.5,12,1,Shopping, Ethnic Food, Refinishing Services, Food, Food
fuvlblpmpmvysznmjvgeqi39,dkeyothrcrzmgpedrwwumrlthtsptkwloporfthefzvpmfszoqfzkkxotbkumeb39,Oldsmar,2.5,43,1,Parks, Child Care & Day Care, Dentists, Health & Medical, Beauty & Spas
fpffraqqakmahwtfetefmr40,vwyyimeoccekdukauxbkowesuxpmkavzyumlaxruuqvypzcbkrvcllyxeprzvue40,Saint Louis,3.0,7,1,Grout Services, Home & Garden, Laboratory Testing, Restaurants, Event Planning & Services
tmghuqaxpkddqqjuufyyqr41,zwggwecpvymokghvjivknnklawduzxboteeimnkswlqbfnoxhgohjlfzpnhracn41,Carmel,4.0,40,1,Home & Garden, Fitness & Instruction, Wedding Planning, Chiropractors, Arts & Entertainment
vzjmpgobeqehxohwcwqpps42,kulhmeuwebjnohhtuyfyxxuemaqktjwqtrtuopeyfwfeevdndgfzkroymtzarjs42,New Orleans,3.5,8,1,Fashion, Jewelry, Specialty Food, Bed & Breakfast, Pet Adoption
lxohcwrdhnqfevnftliarf43,dlnnidipzxrhjywnrvykfrqglsxgwdbqpwbdrlkbucstqbutxyzqpxyoaixirxr43,Tampa,4.5,58,1,Restaurants, Car Dealers, Health & Medical, American (New), Home & Garden
ebfqgyiwteukkdwfjirtik44,mgqmhkbcudbjuncjqcydlxiiiosymsnvekmvkmjjdmxmvgzpyvcroejaeduglok44,Indianapolis,5.0,71,1,Auto Parts & Supplies, Nail Salons, Wine Bars, Asian Fusion, Restaurants
bofyqdhbxiaxfpzzgyxpfj45,jjxonxrltxfxczctrxomgdbrllnznvfihfskofeolwinzbyfkynnsnerdkwhpum45,Plant City,4.5,41,0,Pet Services, Contractors, Poutineries, Venues & Event Spaces, Comfort Food
rqqlofwtpwnllbhxqhpwae46,yohehlpkfilyjkcybtqbgbjyxvvpaubrxfvttudlfcgagmaetgzliamzsqjyhbz46,Philadelphia,4.0,12,1,Burgers, Vegetarian, Pizza, Auto Security, Masonry/Concrete
sxvcikfggebveffgdyrpus47,apazjitgvtakhldglxwahsrfjrrbsxeoshrapimuqqcwnibiiiyvrvznggsjgyx47,Philadelphia,3.5,109,1,Restaurants, Damage Restoration, Specialty Schools, Personal Injury Law, Bike Repair/Maintenance
jxeryctdnlnergpcvukzrf48,himcnlynqolkxquvrbcvgrkqdcebmkqhnpfqrpjpwequdmqhafrhsdegxtdjbik48,Glen Carbon,3.5,29,0,Mexican, Seafood, Pet Sitting, Professional Services, Home Services
zuvxeepclcbotqlbzbngzy49,motschdsdpffdmojbypdhrynnnowzbrfgrfhfofitkogajgiyqwmalrnemhcqtp49,Reno,3.5,9,0,Coffee & Tea, Veterinarians, Cafes, Event Planning & Services, Furniture Reupholstery
ngtqxdocfzhpoduhwhtgzt50,npkfwukfbamcgzapagfuhjydfzhbneaygttsahvxqgtwsbfzkdcrtcysrjsxkix50,Cherry Hill,3.5,9,1,Breakfast & Brunch, Sushi Bars, Home Services, Hair Salons, Departments of Motor Vehicles
xrldnxyyevtwzgloszmdfh51,bwtumfwmosmdzybyaafmmacipmdbnkkztbdyqpmvktdnsrtoajuszdzsnxcuiyb51,Edmonton,5.0,11,1,Home & Garden, Burgers, Local Services, Wraps, Sugaring
oljlqhbsvavyjislvtrxpd52,bvylfpqlhortgvszazevytswtvybctlmsmwpcnrgeqmopkwggilnmrghiksthtq52,Plant City,3.5,9,1,Veterinarians, Local Services, Photography Stores & Services, Auto Glass Services, Fast Food
kyvvopbmlzhlncbqbqbbmg53,dzxdgzxkvoodwknqvkzbvigrvxedspelegiouqjkxubreoxzvpiksrfykqvzdjn53,Reno,3.5,11,1,Dental Hygienists, Health & Medical, Hotels, Hydrotherapy, Bars
iinktsaxewafptptzmnkuj54,ijcawmfiravhelxkybopssonyocaovvfyaejtcmavsmmyucmmolqkckmxganzzf54,New Orleans,3.0,24,1,Wraps, Seafood Markets, Used Car Dealers, Beer Bar, Shopping
qgvdqabsalsszwpphyzymn55,dfyammkrlmyghnirykvavarjoiqezemzvhmashmdaulugvhqobbsnefdlpootkk55,Largo,3.0,10,1,Photo Booth Rentals, Asian Fusion, Restaurants, Bars, Mags
soouhxmlvmpxlnosebrrxz56,sbojvzhikxrnsvkkyrsbtrzjimigokzmzercabpkqxknhophqkzzkphlgxwkcoc56,Philadelphia,3.5,33,1,Grilling Equipment, Steakhouses, Psychic Mediums, Salad, Soul Food
qjqcprugagmwpkcigwvcva57,qzpvojzglyqzicgrewoatafjqyfnesmyhrlnjjlnomldawulyfzicmoxwoykoru57,Des Peres,4.5,6,1,Vietnamese, Used Car Dealers, Restaurants, Restaurants, Wine Bars
kmdjzhqkerdfxglchtujxa58,evyhsqaibbzikvenntdgxewkhstfynfhmwgcwujpizusfdywupbjenipoyjayob58,New Orleans,4.5,5,1,Day Spas, Desserts, Food, Health & Medical, Local Services
qritvpqrkrdhjdhqceegar59,fiqkvckxchhztqzqmrwgkveoyypalhqfmbuvsjikdjjwkhlhfeinkxlzebghggs59,Boise,4.5,11,1,Breakfast & Brunch, Event Planning & Services, Laundry Services, Burgers, Hardware Stores
xwvfxtowiycrpqixmhmaul60,ikflobsrgsvuobambkyitbxkomqjndaiqvgorxfrfnuhjxktssalhgnrtmewhyi60,Philadelphia,2.5,48,1,Mexican, Massage, Art Classes, Shopping, Women's Clothing
liaunnfphseomzxfqejeqs61,kfxsxgeymvdjeqfyigsqvahjbizymbjipeixaveuusxbeurbivckvnywvqxmcpy61,Tucson,3.5,492,1,American (Traditional), Professional Services, Restaurants, Tours, Doctors
fvodqarzjsbqrmgtedgest62,kjmvegmfznnemkaruwmgxrvqcgilvlkgqzdnjoitylknphrbexpgeplwyuqhcau62,Glassboro,5.0,22,1,Pest Control, Shopping, Restaurants, Sandwiches, Heating & Air Conditioning/HVAC
gmdotyrddbvtweyvhkkrys63,quhfacchizqxklasfzuulqjbnhcqgfwcgbjqofymybbtixeqernnapodrjzwzck63,Nashville,4.0,17,1,Bars, Hair Stylists, Restaurants, Home Services, Naturopathic/Holistic
qaecnbcctumhvnrtmrabek64,crtznfhxglcplbdpnvcdtyjioqsfhgfeaecaujhqwbtmqvhhpaacbclhnnbwqce64,Tucson,4.0,11,1,Arts & Entertainment, Fast Food, Electronics, Italian, Windshield Installation & Repair
kacbntprehvgjpsvkscrdy65,gadoxonqeesmorpstohwgprkvqruxgpgmdadbmyyozekzeersssubcysvicwubz65,Indianapolis,4.0,45,1,Sushi Bars, Fashion, Automotive, Health & Medical, Waxing
tqxmdnycudrmgkkfkipetw66,adpafsuhrjjiavgonaeqktinxiyiwaxepsdrsjllxojjgwrcujgkoikljtwzoii66,Nashville,3.5,131,1,Breweries, Bars, Neurologist, Automotive, Waxing
fdhyyppktnhyfhshyamhui67,cdfvtobwqyxdhodlwxjgncfbjimczgjxfunoirceridnysywmcollndksrwvtqu67,Mt. Laurel,3.0,231,1,Automotive, Burgers, Magicians, Restaurants, Bridal
puekquiqoauxpmtxxcncrx68,govkzrshjcjppdkhhlgsmdntludwdtlyspunouelxovwldjywxybcleykzxbucl68,Saint Louis,3.5,5,0,Home Services, Automotive, Bars, Automotive, Shopping
nqxfzhbrcubevisbwdqdzf69,ldxylufuusrcyqvhcoernkvgsosawztqxzgvwkimmaxephpkxcvsmfoszhvdnef69,Sparks,3.5,21,0,Restaurants, Restaurants, Carpet Cleaning, Body Shops, Oil Change Stations
bdhbbhzenmsaltcneqqkzl70,extleqwnpmmdqjejhynejhfttuuiiqjnnbioocgjctqwfyioggnxzubjigkvxpu70,Delaware County,3.5,5,1,American (Traditional), Seafood, Restaurants, Skin Care, Food
ditoauuaclfvychmltwbqs71,phoganmrytxfvkaezankgmjorsttcgaixrglrpdaifukbkupmcrymjnqqpikgwa71,Cherry Hill,5.0,60,1,Sports Bars, American (New), Auto Repair, Food, Car Dealers
sovppfbkcixtphmdbqrqyy72,jzzxzxpdghpttieusnzchqjuaqqzrlfkiyeekuijxjyndtwiitmgoadxwgbeqjs72,St. Louis,5.0,5,1,Beauty & Spas, Education, Restaurants, Skin Care, Restaurants
ftktrnawbgjfmkxqrezonv73,ygmaktkxybxajntofijxgodkveymnqlxehkhwiguxvzbzewaidhdsglwbwnbpim73,Indianapolis,2.5,6,1,General Dentistry, Grilling Equipment, Auto Repair, Burgers, Towing
rgkfeeuxsswvklotqyybih74,yzdhslouwlqgqmuavhgsglkeqlgphxtubtdokcrhjcffdlqacuntkzylalvdazr74,Philadelphia,5.0,6,1,Mediterranean, Breakfast & Brunch, Specialty Food, Sandwiches, Outdoor Gear
fpxjuaxoctzveaufyreyar75,xyyhvbbdantirdphrskszxbwziafjhecftxhapvzkzgyxexfhgypelcydsxbujx75,Wilmington,4.0,14,1,Cajun/Creole, Baby Gear & Furniture, Oil Change Stations, Restaurants, Shopping
rijejmqdaoxaylbsomifyc76,wkmigzvhuwkpcdefnhtwlrbluidvkzieiapixsvzvhvifcsoegyzsjimuzqfszq76,Magnolia,3.5,7,0,Metal Fabricators, Tapas/Small Plates, Breakfast & Brunch, Nightlife, Vitamins & Supplements
rpdvqsfywshxryenztptos77,rqdglnwxkhtgdpeuzcbzkivhnawbruytueequamkfynnkhexwfuwqlbzsermwfa77,Philadelphia,3.0,8,1,Restaurants, Barbers, Sandwiches, Food, Summer Camps
zaegumdsntrbsmphchnqby78,anddabhyxbfdxexlztdvtarwodmbmjskmvkfeubxafboaujhfclbqotpdjzuwim78,St. Pete Beach,4.5,668,1,Food, Dentists, Nightlife, Wine & Spirits, Beauty & Spas
qnfsyqmeqtoiorkognewpo79,vhcabgubzklilnpdogsoxadeuyjbaulijnmfopgtvcvbfgaqbnedrsensnjillj79,Tampa,4.0,6,1,Skin Care, Pet Sitting, Bars, Accessories, Fast Food
kzlwoluxczyayogswoznmf80,kpquyvfigjdstsfnabgxesposinqhrphlkpodkacwgeiogcwbzqlggytehzigkp80,Philadelphia,2.0,17,1,Kebab, Gastropubs, Fashion, Chinese, Local Services
txytiizzpukkurahgcbqwn81,ckblmzpvngvebonlyluhtqdysxnitqxtylnsbznikysyqqlbymdtyzmlcngthde81,New Orleans,4.5,17,0,Tacos, Cosmetic Dentists, Auto Repair, Food, Karate
rwhbvcasggdvextsgzoprv82,txnremrwzhzacbejuwihjpkydldhnmfxvuwhaseignghooqhomoyjskawfefmrz82,Indianapolis,4.0,33,1,Home Services, Restaurants, Tires, Junk Removal & Hauling, Windows Installation
bjtrlaxdzweutpfuejqqzf83,lebqmjnaekcaksubjektbxgspqhvbvzlsjoxhonpykhdbreoenhiwkxiovtkwkp83,Treasure Island,3.0,33,0,Periodontists, Skating Rinks, Event Planning & Services, Sports Bars, Shopping
awdijkgmlcrhhgxfjymibo84,woamafwmifqdthnekejumcyvbmleedzhefopvxfzrpuszctiggkscuigrkcdlxd84,Tampa,4.5,28,1,Restaurants, Food, Auto Parts & Supplies, Restaurants, Family Practice
npewuchnifhppjzwzztjld85,yblgrhtlzfrsnoungyuescnxrrzewtjtictkxsisuvowqdghatdhkygbwfzwgca85,Temple Terrace,3.0,58,1,Shopping, Pediatricians, Mailbox Centers, Ethnic Food, Barbers
hsibdsroxkkylnoxfxkhrf86,fvisqcyuxdoxnjydthyztfrsoyihfwegvgrhydodbfkivtxlbfzhkmrjfyjqxcz86,Reno,4.0,6,1,Beauty & Spas, Hotels, Real Estate, Shopping, Health & Medical
glvylyrvszfrirkhlyvoab87,cbhzkmjkmltwrjvkzkyxxciiwwylljlyknwxiiylnspwymloeisdspwurzyqvig87,East Norriton,3.0,160,1,Active Life, Religious Items, Ice Cream & Frozen Yogurt, Food, Local Services
zvbezmismytdkhuoioddrx88,nclkaolfsslodsatnrlsnacfwkzbetqwxfpkhgzgudggtnkrnxhxqwytrbbghzs88,Tucson,4.0,244,0,Specialty Schools, Chinese, Investing, Fitness & Instruction, Bars
vvmnhpohtknsblsozfyyis89,gajmdocgywwidzfffbutwikgzwuxisybcfiofebzidajsowdvrmitedripzrkkg89,Nashville,1.5,6,1,Financial Services, Automotive, Nightlife, Burgers, Health & Medical
clmliermrkqklckmrhqkcz90,yfltnqwbqlvbytroacibwqfclryeemywhhrdnawcccvysroipnqsnivjkdfpmsh90,Tampa,4.0,16,1,Fast Food, Food, Hotels & Travel, Home Services, Mobile Phones
plotujdqangedtrqhylwci91,giiaphssannfqgkukhlyarulfotsefbsriuudgzohemraurzmammebzzwpzlbfr91,Greenwood,4.5,26,1,Local Services, American (Traditional), Day Spas, Swimming Lessons/Schools, Spiritual Shop
izgubyvetlfhwkwjttsxtz92,iwzuynltdwztotbmoqrzezpdsufzhzpoplmkhlunqjaltoacppfajgdrfyteusg92,Willow Grove,3.0,6,0,Ice Cream & Frozen Yogurt, Diagnostic Services, Specialty Food, Restaurants, Fireplace Services
zfznpytmyvlzaohabwpnwl93,ryyuxyqoiixxfamgldvjrntfdznsmvgayacihtldmpyvudycuwqhauaxbpcvsnu93,New castle,2.0,5,0,Shopping, Arts & Entertainment, Electronics, Pet Services, Department Stores
pekvhklwarmlwpwucckeet94,zryjfzvkogpawtvnapkbwasvmyygkowbmvmasndecuxmbgcebejwgxorbkkthqz94,Clayton,4.0,5,1,Sandwiches, Restaurants, Sandwiches, Delis, Floral Designers
mrqpggqjnyjvcjoyeuaknl95,wrotgebalemlxygclilvtmcigchbuifeofzmxmuzwtsoehxspayadcsatolnhnp95,Zionsville,4.0,39,1,Home Automation, Beauty & Spas, Seafood, Real Estate Agents, Food Stands
cfhxrdpcqtssksdvrhkofl96,ebfuymlftgnydqwtnqmgfhytzscsuntkbbcydaechdipfyazhhqbegijtwvrujv96,Delran,5.0,6,1,Food, Hotels, Party Supplies, Beer, Hair Salons
tkkjdlagtwzvbmjtldjxiu97,lijncdscvxtzcujiabvicgzjhuehcqmgizxbmkckibtfluyzpmggbfoijafopmc97,Tampa,3.5,14,1,General Dentistry, Real Estate, Transmission Repair, Grocery, Bars
xijnppebfkatgdqdgjflrx98,xidjxikezynjoflkkriqnteerogreanyywxhrkkkyatcpfqhfffvvtqilgynhqw98,Tampa,3.5,156,1,Active Life, Beauty & Spas, Restaurants, Real Estate, Tacos
lduxooqdvglgxuxcabwvze99,srvcwvtxldabvsuddfwhocbowyksnqypjlhugaznhozenrddsqwjjbbztilirmj99,Philadelphia,3.5,41,1,Food, Beauty & Spas, Eyelash Service, Eyelash Service, Event Planning & Services
nihywruifbwsklhkvhzmww100,qpzlurddeyhtfluppzinohaqtfivvukwgoxcyucchaqtglynnuvyzzytkdloiqs100,Tampa,4.5,35,1,Beauty & Spas, Fast Food, Books, Movers, Restaurants
tznzkduurtzfbmzhfucqni101,tsdehgvbvuldibzedvohsjawcuezfdouohjcwittjaigtmfpnicdgstrtfyutzi101,St. Petersburg,2.5,22,1,Arts & Entertainment, Restaurants, Buffets, Lawn Services, Gyms
hbbbjxeygbsyuxzkpyydsv102,clwpspbnzydesfjwontczczhmoauoxcdujibghupmwmbxppxwonuoabdtavbsho102,Tampa,3.0,8,1,Auto Repair, Community Service/Non-Profit, Mexican, Bars, Pets
guvxzaodvfhyqllmcwfrof103,kywgofojrzonbmejnzfjnxhwofdfpgqwcmocpdrjakdfdgdezodedqamdmadxfa103,Holmes,1.5,140,1,Pets, Auto Repair, Door Sales/Installation, Beer Bar, Photographers
orjomcdammmtarcstevyfr104,yfoopgjryleuzrcpqzzmjpbnzlbrphispilrtingiipazqwunfgknxfezvffibg104,Tampa,2.5,59,1,Automotive, Tires, Nightlife, Diners, Oil Change Stations
gpbpjwnrmvwnspcljsiwtp105,czozhnkxdhbwayahglltmsmmixxdgcyslxycaqmpbyvasuseslujxirrqoriorm105,Indianapolis,2.5,9,1,Food, Personal Shopping, Apartments, Bridal, Spray Tanning
ekrgwmiiimfscfzfekrlri106,osetgsbzjjvpnyfzhehfkcueopfjdafnztumkzmcrcsumgtwlpjfzmzruibbizb106,Tucson,1.5,8,1,Pest Control, Nightlife, Pet Services, Shopping, Cafes
ydqlzspzdwehvvdylxpnpb107,zcahgmtfghpkkfstczehtxoikjsshobrvhvraepymnlzemqdjepaejablyngxvl107,Reno,3.5,5,0,Pet Services, Food, Piercing, Men's Clothing, Event Planning & Services
lxfeaflnhilboglkwzasig108,nyfezfhyfppcnqqeqoeansvycjtsffxgjshktwhuaabayzlxjdaubflgdgilpij108,New Orleans,4.0,6,0,Shopping, Automotive, Desserts, Seafood, Soul Food
wldueeruptijsrhytdjpqx109,zbpdxkvpsiwmftspzdmmfhmcgevqobuhknrfjzbylqqdedyglkanlfhezvydahc109,Trenton,2.5,67,1,Cosmetic Dentists, Beauty & Spas, Health & Medical, Internet Service Providers, Food
hvdhiffbxogribcqclkueo110,qqerulwaegpujrkljhetgrraclpqyzdhaghddachljgvxjakdidvthxuaafjjvr110,St. Petersburg,3.0,7,0,Restaurants, Arts & Crafts, Cosmetic Surgeons, Health Markets, Accessories
yuhfosoptaxzgjyblxgiem111,nftmetyhmzzbzixymycrtxenhvoxtmftzsrnzcinfeyruyqukfpddhjukachaer111,Edmonton,3.0,61,1,Restaurants, Home Cleaning, Wine & Spirits, Hair Extensions, Restaurants
dfmsabunqlvonidjrflnjn112,etiriqllobuaurmaaqbgmzazfgmkiqzexwigcgeforfhhnnqbyatsfzuayjnwny112,Tampa,3.5,18,1,Hair Removal, Pretzels, Restaurants, Hobby Shops, Laundry Services
nqyrwznhrelpzighvxylfr113,yahzeuexnrpkspntslzaqerfnzdzttdgukoxbocehairxxdsesvorionffpyqzh113,Ewing,2.0,163,1,Home & Garden, Fashion, Specialty Food, Barre Classes, Sandwiches
uxyxxzjagthsgdfyjfqgzl114,nnemheaiesyuixhozkindczevdydmzlavlleqcqokbmqblgygikbrrtrahluxfp114,Tucson,3.5,8,1,Chinese, Real Estate, Fashion, Home Services, Restaurants
ruhvskgehpndglhlqweslt115,ruqyrioxvvlhvwpmfinoftlpoinyayqmzzhcoizgarosilkozoozjuxhnzquchn115,Saint Petersburg,2.0,26,1,Food, Restaurants, Fashion, Barre Classes, Specialty Food
cqjfirqmzfzsmbkdqgahzd116,soqnkszvlvbxkhgeglkanphlhidkypemxozzbzlzziejuqlrpwinularawuzwvz116,Bala Cynwyd,3.5,36,1,Sporting Goods, Home Services, Japanese, Cosmetics & Beauty Supply, Fabric Stores
yuemvrwipgkbeennjigmcd117,yticgztwretkzxkgusbsujmnlpuclssqmxafabjjpsejzgfjiujkctxemipzgdb117,Barrington,4.5,14,1,Automotive, Hair Removal, Tex-Mex, Interior Design, Breakfast & Brunch
