review_id,user_id,business_id,stars,useful,funny,cool,date
am,oC,J,2,0,0,0,1433945897287
an,ai,J,1,0,1,0,1369467597851
ao,qz,J,2,2,1,0,1444249874482
ap,ec,J,3,2,0,0,1448074730953
aq,oK,J,4,1,0,0,1499690914697
ar,oZ,K,5,3,0,1,1529961346881
as,if,K,5,2,0,1,1505390027635
at,mu,L,4,1,0,0,1464309376590
au,pq,L,5,2,0,0,1404983147091
av,fq,M,5,0,0,0,1471462933805
aw,em,M,5,0,0,0,1504084420552
ax,df,M,5,0,0,0,1442930875084
ay,S,R,4,0,0,1,1445901479601
az,mj,R,4,1,0,1,1440340595652
aA,li,U,4,1,0,1,1400501943645
aB,gU,U,4,2,0,0,1350888502389
aC,hl,U,4,1,0,0,1371547573780
aD,bQ,Y,4,0,0,1,1491409610638
aE,bL,Y,4,0,0,1,1383155531106
aF,lC,Z,3,1,1,0,1376787660200
aG,qU,Z,5,1,0,0,1492015902838
aH,ot,Z,4,0,1,0,1445385436738
aI,ok,aa,3,2,1,0,1438345686304
aJ,gc,ac,2,1,0,0,1380985694863
aK,rH,ad,4,3,0,0,1459877275652
aL,cA,ad,4,3,0,1,1377499083613
aM,eO,ad,5,3,0,1,1426695091471
aN,mK,ad,4,4,0,0,1343670386069
aO,gy,ad,4,0,0,0,1354739331234
aP,bE,ad,4,3,0,1,1388567960229
aQ,qQ,af,3,1,0,0,1446193395272
aR,do,af,4,0,0,0,1506246586399
aS,mo,af,3,1,1,0,1460229924835
aT,bQ,af,4,0,0,1,1489249364684
aU,kR,ag,4,0,0,0,1457258602280
aV,qm,ag,4,0,2,0,1463894047722
aW,dq,ag,3,0,0,0,1434386851392
aX,bn,ag,3,1,0,1,1424269882473
aY,aQ,ah,4,2,1,0,1383363634969
aZ,lp,ah,3,2,0,0,1334940114668
ba,jw,ah,3,1,1,0,1290631154835
bb,pq,ah,5,2,1,0,1405218914364
bc,hX,ah,3,2,1,1,1418851756732
bd,hg,ah,4,3,1,0,1463649841429
be,ji,ah,3,3,1,1,1381449201218
bf,eI,ah,2,3,1,0,1390134046843
bg,ro,ah,3,1,0,1,1406415335275
bh,rq,aj,5,3,1,1,1372630225978
bi,kH,aj,5,0,0,0,1337306568855
bj,ay,aj,4,3,0,0,1445255844375
bk,eM,aj,4,3,0,0,1356324383464
bl,dY,ak,4,1,0,0,1459316067829
bm,fj,am,4,3,1,1,1442590593255
bn,cL,am,4,3,0,0,1459089171866
bo,qi,an,4,0,1,0,1537903802000
bp,rq,aq,2,3,0,0,1369299292727
bq,ha,aq,3,3,1,0,1535076514337
br,sf,at,5,1,1,1,1463216050545
bs,na,at,3,2,1,1,1499858517601
bt,co,at,2,3,1,1,1462016971587
bu,rH,at,5,3,1,1,1459266679565
bv,qs,at,3,1,1,0,1446685278747
bw,jo,av,2,2,0,1,1366064416775
bx,sb,av,3,1,0,1,1331359776881
by,eY,ax,4,0,1,0,1447889688287
bz,rv,az,4,1,2,0,1400903981520
bA,gD,az,4,1,1,0,1410390861670
bB,iz,az,4,2,1,0,1424174793625
bC,jT,aB,5,1,0,0,1459256398345
bD,bf,aB,4,2,0,0,1457773560390
bE,lu,aE,3,3,0,1,1249279753749
bF,pi,aE,5,0,0,0,1354613675063
bG,kS,aE,5,2,0,1,1371083025845
bH,nz,aE,5,1,0,1,1400129722390
bI,qI,aE,5,4,0,1,1349342727885
bJ,jb,aE,4,1,0,0,1308895674744
bK,lD,aE,3,1,0,0,1335365858885
bL,oy,aF,5,1,0,0,1433086244143
bM,nb,aF,4,0,0,0,1445649623935
bN,eq,aF,4,0,0,0,1435828840081
bO,nw,aG,4,1,0,1,1288181497897
bP,lC,aG,3,1,0,0,1373921389616
bQ,oS,aG,4,1,0,0,1445821973342
bR,fq,aH,3,0,0,1,1475482852478
bS,aZ,aH,4,0,0,1,1537903802000
bT,kT,aH,4,2,0,1,1517829159412
bU,rB,aH,5,2,0,0,1501599512928
bV,aA,aI,5,0,0,1,1504419795711
bW,fl,aI,5,0,0,1,1537903802000
bX,rB,aJ,2,2,0,0,1494522557155
bY,eT,aJ,3,1,0,0,1480134249360
bZ,iC,aK,5,0,0,0,1376397020863
ca,bw,aK,5,1,0,1,1360576804938
cb,kt,aK,4,0,0,0,1415195776728
cc,dE,aK,4,0,0,0,1361575588481
cd,bw,aK,3,1,0,0,1364543313195
ce,do,aK,5,0,1,0,1510536301325
cf,eo,aL,5,0,0,0,1365095448668
cg,hQ,aL,5,0,0,0,1308688582086
ch,mg,aM,5,1,1,2,1294127556901
ci,lD,aM,3,1,0,0,1340561593167
cj,ro,aM,5,1,1,2,1407147066194
ck,jw,aM,2,1,0,0,1297430555071
cl,kF,aM,4,1,1,1,1394921546134
cm,oP,aM,4,0,0,2,1407552373724
cn,ch,aP,3,3,0,1,1414402518956
co,rz,aR,5,0,0,0,1446795455471
cp,cg,aR,5,1,0,0,1451424189240
cq,ec,aR,2,2,0,0,1448743147207
cr,rW,aR,5,0,0,0,1465761209746
cs,hl,aS,3,1,0,0,1367997198706
ct,jh,aS,2,2,0,0,1384999236718
cu,mu,aS,5,1,1,1,1456992899158
cv,er,aS,4,0,0,0,1370798459052
cw,mI,aS,4,1,0,1,1409489529109
cx,oE,aT,4,1,1,1,1347861721439
cy,Y,aT,3,1,0,1,1424230459598
cz,fe,aU,4,1,0,0,1423074159670
cA,eg,aU,3,1,0,0,1326272842019
cB,iI,aU,1,1,0,0,1414450012971
cC,dx,aV,4,1,0,0,1411685303211
cD,bd,aX,4,0,1,1,1498306095133
cE,lI,aX,4,3,0,1,1363536498625
cF,ro,aX,5,1,0,2,1406143311326
cG,fP,aY,3,1,0,0,1438556275479
cH,aK,aZ,3,2,0,0,1344720792874
cI,mD,aZ,3,2,0,0,1422126260309
cJ,gd,aZ,4,2,0,0,1450064582390
cK,be,aZ,3,1,0,0,1470851328210
cL,kj,aZ,4,0,0,0,1503664929986
cM,am,ba,5,1,0,0,1537903802000
cN,gW,ba,5,0,0,0,1482690665068
cO,kb,ba,4,0,0,0,1371987717201
cP,qU,ba,5,1,0,0,1494057583899
cQ,if,ba,5,2,0,0,1504293713691
cR,jh,ba,4,2,0,0,1383507829769
cS,mh,ba,3,0,0,0,1427630236924
cT,mJ,bd,4,1,0,1,1483246406533
cU,bw,bd,5,1,0,1,1370625715593
cV,sj,bd,5,0,0,0,1480388759102
cW,eq,bd,5,0,0,1,1428726328667
cX,ke,be,3,6,0,0,1484002372879
cY,nR,be,4,0,1,0,1493192139835
cZ,qz,be,4,2,1,1,1432963413716
da,be,bg,4,1,0,0,1467339088657
db,gC,bg,5,1,2,0,1474931101715
dc,bS,bg,1,1,0,1,1390767434164
dd,lP,bg,3,1,1,0,1517240165648
de,gC,bh,3,1,0,0,1488306247265
df,hC,bh,2,0,0,0,1506768603301
dg,bq,bh,3,0,1,0,1509642999015
dh,pS,bh,2,0,1,0,1455794396675
di,bG,bk,5,1,0,1,1398473138080
dj,gY,bk,4,0,0,0,1475741630682
dk,iI,bk,4,1,0,0,1421765414750
dl,dx,bk,3,1,0,1,1423800495933
dm,hP,bk,3,0,0,0,1443964951989
dn,dP,bl,2,3,0,0,1479403570191
do,jk,bm,5,0,0,0,1480677741275
dp,qz,bm,3,2,0,0,1428892542630
dq,lP,bm,4,1,0,0,1509217391140
dr,dy,bm,5,0,0,0,1501049886853
ds,lI,bo,1,3,0,1,1365752141523
dt,db,bo,3,2,0,1,1403269323862
du,bp,bo,2,3,0,1,1397689747640
dv,bf,bo,4,2,1,0,1460651351319
dw,ob,bo,2,2,0,1,1431088918440
dx,aD,bp,5,0,0,1,1450295477091
dy,cN,bs,3,0,0,0,1501313866046
dz,ij,bu,5,1,0,1,1384234368148
dA,me,bx,5,1,0,0,1420554778083
dB,cp,by,4,0,1,0,1297883691665
dC,jA,by,5,0,1,0,1361429882434
dD,iw,by,4,1,0,0,1330611791955
dE,qk,bz,5,1,0,0,1525838443746
dF,eW,bz,5,0,0,1,1482706329210
dG,pU,bz,3,0,0,0,1534433962175
dH,aX,bA,4,0,1,1,1484112600997
dI,W,bB,5,2,1,0,1503768601895
dJ,jn,bB,5,0,1,0,1442931622425
dK,hd,bC,5,2,0,1,1462194914806
dL,jZ,bC,4,0,0,0,1434807407416
dM,aU,bC,5,1,0,1,1441753066142
dN,G,bC,5,0,0,0,1489709125456
dO,hT,bD,4,0,0,0,1364623868017
dP,bC,bD,2,0,0,0,1449457919146
dQ,mI,bG,2,1,0,2,1406473821208
dR,os,bG,4,1,0,0,1495123056861
dS,nj,bG,5,0,1,1,1448311346231
dT,bZ,bG,5,0,0,0,1537903802000
dU,kz,bG,2,1,0,1,1386477204666
dV,ey,bH,3,0,0,1,1441111452325
dW,jz,bH,3,3,0,1,1423560217263
dX,pK,bH,4,0,0,1,1412871977462
dY,jY,bH,4,0,1,2,1396025546343
dZ,bU,bI,4,5,0,0,1383542447149
ea,fM,bI,4,4,0,0,1459432897035
eb,mK,bI,5,4,0,0,1344361775639
ec,ng,bI,4,2,1,0,1479222328740
ed,qI,bI,3,4,0,0,1239293184643
ee,Y,bI,4,1,0,0,1424991167476
ef,qg,bI,5,0,1,0,1527207476924
eg,k,bJ,4,0,0,0,1476864756681
eh,la,bJ,4,0,1,0,1415041906113
ei,lJ,bQ,3,0,0,0,1496112928407
ej,gz,bQ,4,0,0,0,1430311363228
ek,lt,bQ,4,0,0,0,1500779748829
el,kx,bQ,3,1,0,0,1410783691380
em,eW,bQ,2,0,0,0,1479927909073
en,me,bR,5,1,0,0,1417511791657
eo,ix,bS,2,1,1,0,1440059875020
ep,lJ,bS,3,0,1,0,1485800718135
eq,rz,bS,2,0,1,0,1439627957230
er,hi,bS,5,2,1,1,1452602237367
es,rr,bU,4,2,0,0,1436845740864
et,oW,bV,4,1,0,1,1417029215586
eu,aK,bV,3,2,0,1,1345097842886
ev,kz,bV,4,1,0,1,1377686779057
ew,cy,bW,5,1,1,0,1437245148173
ex,fY,bY,3,0,1,0,1398866673055
ey,Y,bY,3,1,0,0,1419444758659
ez,qo,bY,2,0,0,0,1410562932449
eA,go,bY,1,0,1,0,1513448745683
eB,ms,bY,3,2,0,1,1382305020420
eC,nx,cd,4,0,0,0,1459787902818
eD,gv,cd,4,2,0,0,1322151499259
eE,lt,ce,4,0,0,0,1505041632555
eF,ce,ce,3,0,0,0,1416194718645
eG,iF,ce,4,2,0,1,1364461098530
eH,cd,ce,4,0,0,1,1470784786627
eI,W,ce,3,2,0,1,1498227303422
eJ,k,cf,3,0,0,0,1475057213965
eK,nQ,cf,4,1,0,0,1522493790908
eL,nO,cf,4,0,0,0,1423433493579
eM,fN,cf,4,0,0,0,1498363977536
eN,jk,cg,2,0,0,0,1476595891608
eO,hG,cg,3,0,1,0,1520242128367
eP,bK,cg,2,1,1,0,1476568856206
eQ,cb,cg,3,0,0,1,1409487549668
eR,ry,cg,2,2,1,0,1366297739538
eS,jQ,ch,4,3,0,0,1488022479561
eT,os,ch,3,1,0,1,1507134122342
eU,bJ,ch,3,3,0,1,1495859168233
eV,ln,ci,4,0,0,0,1462017554009
eW,iO,ci,4,0,0,1,1536025592646
eX,g,cj,5,0,0,1,1445741777320
eY,bG,cl,4,1,0,0,1387748333552
eZ,qU,cl,5,1,0,0,1490461282460
fa,aY,cl,5,2,0,1,1409335759131
fb,aJ,cl,4,1,0,1,1455985941182
fc,aY,cl,4,2,1,1,1412525608810
fd,cJ,cl,4,1,1,0,1359811231435
fe,gJ,cl,4,1,1,0,1400863652636
ff,os,cm,5,1,1,0,1493698811620
fg,kJ,cm,4,3,0,0,1325269450286
fh,fP,co,4,1,0,0,1435781808933
fi,gW,co,4,0,1,0,1482135476539
fj,jL,co,5,0,0,1,1326444339642
fk,pk,co,5,1,0,0,1358481352901
fl,aY,co,4,2,0,0,1408131233644
fm,bE,cp,5,3,0,0,1385739168574
fn,v,cp,4,2,0,0,1250130169849
fo,aU,cp,3,1,0,0,1451486410856
fp,gz,cu,5,0,0,1,1424845507632
fq,ng,cu,3,2,1,0,1481827390305
fr,bR,cv,3,3,1,1,1333592043117
fs,ry,cv,4,2,1,2,1364574863766
ft,iJ,cv,4,3,0,1,1272897578488
fu,hs,cz,4,0,1,0,1457741796451
fv,gW,cz,5,0,0,0,1474255386383
fw,nq,cz,4,0,0,0,1475368684894
fx,mh,cz,3,0,0,0,1426247353145
fy,pQ,cB,2,0,0,0,1318192449901
fz,dC,cB,3,0,0,0,1447615142665
fA,aR,cB,3,0,0,0,1351110007160
fB,lB,cB,3,0,0,0,1389227658385
fC,nT,cC,5,0,0,0,1455589824550
fD,sk,cC,3,0,0,0,1431499748942
fE,kq,cC,3,0,0,0,1368458257313
fF,dq,cC,4,0,0,0,1431995032044
fG,qV,cD,3,3,0,0,1307713719917
fH,md,cD,5,2,0,0,1424612228545
fI,iI,cD,5,1,0,0,1418583247972
fJ,md,cD,4,2,0,0,1415990225062
fK,nH,cH,5,4,1,1,1328303138029
fL,dw,cH,5,3,0,1,1347941421128
fM,mt,cH,4,2,1,0,1414711220039
fN,jS,cJ,3,0,0,0,1304938363712
fO,cO,cJ,3,0,0,0,1405779343394
fP,nW,cJ,4,0,0,0,1458845931276
fQ,oH,cJ,2,2,0,0,1426374899621
fR,et,cJ,2,0,0,0,1454875622359
fS,hJ,cK,5,2,0,0,1445001441734
fT,bo,cN,2,3,0,1,1445632870577
fU,qU,cN,2,1,0,1,1495984365696
fV,aD,cP,5,0,0,0,1447140396164
fW,pK,cP,4,0,0,1,1417696499260
fX,Y,cP,2,1,0,0,1428355054174
fY,iA,cP,5,0,0,0,1399206044215
fZ,fS,cP,2,1,0,1,1434104842473
ga,gn,cQ,5,1,0,0,1454384223183
gb,rJ,cQ,5,1,0,0,1379568037723
gc,en,cQ,5,1,0,0,1435153313143
gd,b,cS,4,0,0,0,1425419583717
ge,t,cS,4,0,0,0,1347482061011
gf,pN,cS,3,2,0,0,1510114313851
gg,aU,cV,4,1,1,0,1452248707013
gh,ck,cV,3,1,1,0,1391698033389
gi,qB,cW,4,2,0,0,1380244968264
gj,F,cW,4,2,0,0,1332377839512
gk,hL,cX,4,2,0,1,1395015927765
gl,u,cX,4,2,0,1,1468491752070
gm,ph,cZ,4,0,0,0,1480989649498
gn,dV,cZ,5,0,0,0,1405227587644
go,lp,de,2,2,1,0,1328977021798
gp,eZ,de,4,1,1,0,1479820880723
gq,kF,de,5,1,0,0,1404285969053
gr,lR,df,4,2,1,1,1354258504585
gs,cJ,df,4,1,1,1,1356641106333
gt,oZ,df,4,3,1,2,1522602879546
gu,en,dg,5,1,0,0,1434244990893
gv,ae,dg,4,0,0,0,1480881336138
gw,hP,dg,5,0,1,1,1443697438261
gx,Y,dh,4,1,0,0,1423290836601
gy,ek,dh,5,2,0,0,1424545879776
gz,bS,dh,4,1,0,0,1390232318508
gA,mI,dh,5,1,0,0,1405687867285
gB,dx,di,3,1,0,0,1412461263108
gC,od,di,2,1,0,0,1525313501140
gD,jK,dk,5,2,0,0,1441322091799
gE,u,dk,5,2,1,1,1467246260669
gF,rN,dn,2,1,0,0,1347749769556
gG,eQ,dn,3,1,1,0,1361121195545
gH,if,dn,4,2,1,0,1503389564025
gI,ag,do,5,0,0,0,1428550640646
gJ,az,do,4,2,1,0,1495184336858
gK,bf,do,4,2,0,0,1459474560420
gL,bv,do,4,3,0,0,1476728342367
gM,jY,dq,5,0,0,1,1393455786906
gN,b,dr,2,0,0,1,1427264867373
gO,eJ,dr,3,0,0,1,1411821552792
gP,oZ,ds,4,3,1,1,1534506485034
gQ,mN,ds,3,2,1,3,1481269040484
gR,eO,ds,5,3,0,0,1424892269459
gS,cV,du,3,1,0,0,1519218858835
gT,iw,du,3,1,0,0,1336648953581
gU,fq,du,4,0,0,0,1469158664246
gV,jw,dv,5,1,0,0,1300558640776
gW,ie,dv,5,1,0,1,1358323306743
gX,eg,dv,4,1,1,0,1318480965435
gY,fY,dv,5,0,1,0,1400747717128
gZ,gG,dv,5,0,0,0,1358320967926
ha,rv,dw,3,1,0,1,1399427115520
hb,me,dw,3,1,0,0,1407002709889
hc,dx,dw,3,1,0,1,1421186122618
hd,ij,dw,3,1,1,1,1381214673236
he,qE,dx,5,0,0,0,1483412144409
hf,lf,dx,5,2,0,0,1431609862802
hg,bj,dx,4,1,0,0,1464860432881
hh,ks,dy,5,0,0,0,1425711650715
hi,nW,dy,4,0,0,0,1467333018736
hj,hP,dy,4,0,0,0,1433396584748
hk,gJ,dB,3,1,1,1,1401040701844
hl,pL,dC,4,1,1,0,1394757334275
hm,sj,dC,4,0,1,0,1476696089812
hn,og,dG,2,1,0,0,1303354174015
ho,fS,dG,3,1,1,1,1432146953033
hp,pJ,dH,5,0,0,1,1524413126193
hq,hx,dH,3,1,1,2,1537903802000
hr,mu,dH,2,1,0,1,1459425665075
hs,as,dH,5,1,0,1,1506992724839
ht,nI,dI,4,0,0,0,1266763950859
hu,lv,dN,2,1,0,1,1335503985806
hv,jg,dN,1,0,0,0,1425049717540
hw,oG,dN,1,3,0,0,1328231881236
hx,ji,dN,1,3,0,0,1380508278449
hy,jN,dP,3,0,0,0,1403798853641
hz,gM,dP,3,1,0,0,1371143032806
hA,dW,dP,4,0,0,0,1400554336556
hB,hW,dT,3,1,0,1,1489100555779
hC,fu,dU,3,1,0,1,1480040955729
hD,mB,dU,3,1,0,0,1425804991959
hE,hO,dU,3,1,0,0,1479856089618
hF,do,dW,3,0,0,0,1509677876173
hG,aa,dY,4,2,0,1,1360673943075
hH,kL,dY,3,2,0,1,1404444970395
hI,jj,dY,4,0,1,0,1419267382512
hJ,fS,dY,2,1,1,0,1423992197104
hK,bq,dY,4,0,0,0,1512040542230
hL,cn,dY,3,0,2,2,1406567371305
hM,gz,dY,2,0,1,1,1419210820126
hN,er,ea,3,0,0,0,1373620125831
hO,aw,ee,2,1,0,0,1422741192559
hP,cS,ee,2,1,0,0,1357301452221
hQ,dR,ee,3,0,0,0,1251659997392
hR,qF,ee,3,0,0,0,1304239424526
hS,nB,ee,3,1,0,0,1428662317822
hT,bw,ee,4,1,0,0,1369911981366
hU,lE,ef,4,4,0,2,1375342542321
hV,eh,ef,4,2,0,0,1375806120640
hW,ao,ef,5,4,0,2,1437408454950
hX,bR,ef,3,3,0,0,1333454057582
hY,gr,ef,4,4,0,1,1282627169212
hZ,kW,ef,4,1,0,0,1297366545545
ia,n,eg,5,0,0,0,1350688318391
ib,a,eg,4,0,0,0,1451093730827
ic,pM,eg,5,0,0,0,1400169833151
id,mJ,ei,5,1,0,0,1473568655528
ie,ap,ej,2,1,0,0,1525022078849
if,gn,ej,3,1,0,0,1454118892623
ig,nZ,ek,1,0,0,0,1432216909524
ih,oZ,ek,2,3,0,0,1524482373574
ii,eT,ek,2,1,0,0,1477548826811
ij,dN,ek,4,1,0,1,1496729046895
ik,oi,ek,1,2,1,0,1386427300163
il,pF,ek,1,1,0,0,1464545083820
im,ie,ek,1,1,0,0,1359384301230
in,dA,el,5,0,1,0,1485180294032
io,qh,el,4,2,0,0,1497031381450
ip,db,el,5,2,0,0,1396966828487
iq,rH,eo,4,3,1,0,1464432857093
ir,cR,eo,4,1,1,1,1339021702502
is,W,eo,5,2,1,0,1498590939964
it,jw,eo,5,1,1,0,1307075457271
iu,eZ,ep,3,1,0,0,1466325935855
iv,fk,ep,4,0,0,0,1411457932520
iw,lB,er,3,0,0,0,1381293321919
ix,bj,eu,5,1,0,1,1465723168748
iy,a,ev,3,0,0,1,1454913746556
iz,go,ev,5,0,0,1,1523808793724
iA,ey,ev,4,0,0,0,1452892156722
iB,oV,ev,4,0,0,1,1477013918741
iC,bQ,ev,2,0,0,1,1486610711203
iD,aN,ew,4,1,0,1,1467849994435
iE,mk,ew,2,1,0,0,1384107377272
iF,qB,ew,2,2,0,0,1383675619527
iG,si,ew,3,4,0,0,1490287458214
iH,ng,ew,2,2,0,0,1484359080391
iI,hL,ew,2,2,0,1,1402089714240
iJ,jM,ey,4,0,0,0,1474398455123
iK,jT,ey,4,1,0,0,1459857208398
iL,ho,ey,3,0,0,0,1478959036883
iM,ru,ez,4,0,0,0,1487976361162
iN,aP,ez,3,0,0,0,1468985519960
iO,sd,ez,4,0,0,0,1424425820648
iP,cu,ez,4,0,0,0,1389319912604
iQ,rP,ez,5,0,0,0,1484819746803
iR,nx,eB,3,0,1,0,1467515546711
iS,kc,eC,4,2,0,0,1443542350907
iT,hY,eC,4,0,1,1,1470331054547
iU,ge,eC,5,2,1,1,1422769144873
iV,pH,eD,3,0,0,1,1345597258645
iW,rJ,eD,1,1,0,0,1386907756201
iX,aU,eD,3,1,0,0,1452862363810
iY,dp,eE,3,0,0,1,1413261565558
iZ,pP,eE,5,0,0,0,1288993569832
ja,fF,eF,5,0,0,0,1394413173514
jb,x,eF,4,0,0,0,1526836536643
jc,nD,eF,5,0,0,0,1327000901882
jd,ol,eF,5,0,0,1,1404956576044
je,p,eJ,4,0,1,0,1472420447195
jf,m,eJ,5,0,1,0,1537903802000
jg,u,eJ,4,2,0,1,1472052915696
jh,nx,eJ,4,0,0,1,1456646723325
ji,nO,eJ,4,0,0,0,1424047464987
jj,go,eJ,4,0,0,0,1506954060305
jk,fP,eK,5,1,0,0,1427734806733
jl,ni,eK,5,3,0,0,1400279118612
jm,gW,eL,2,0,0,0,1481210909313
jn,oh,eL,3,0,0,0,1478854287389
jo,pS,eL,4,0,0,0,1449936930999
jp,oo,eL,3,0,0,0,1511450471368
jq,cy,eN,4,1,0,0,1444524759425
jr,hO,eN,3,1,0,0,1472411497052
js,qC,eN,5,0,0,0,1440358569719
jt,cK,eN,4,0,0,0,1457919581172
ju,eh,eO,3,2,1,0,1379076787408
jv,gR,eO,4,0,0,0,1304432021503
jw,iv,eO,2,1,0,0,1398469180128
jx,eh,eP,5,2,0,1,1375333411953
jy,fH,eP,4,2,0,1,1413409151055
jz,ry,eP,3,2,0,1,1364731661861
jA,iL,eP,4,2,0,0,1384609005409
jB,iI,eQ,4,1,0,1,1419831867086
jC,ok,eQ,3,2,0,1,1424605061012
jD,iF,eT,4,2,0,0,1369791846605
jE,rA,eT,3,1,0,1,1352236381561
jF,fK,eT,5,0,0,0,1465554339193
jG,ek,eV,4,2,1,0,1425445203890
jH,lQ,eW,3,0,0,0,1415434745321
jI,mF,eW,5,2,0,0,1450306727274
jJ,mj,eW,2,1,0,0,1440864062757
jK,gZ,eX,4,0,1,0,1520037968279
jL,r,eZ,4,3,0,0,1434606094800
jM,cu,fa,4,0,0,0,1386117388603
jN,lS,fa,5,1,1,0,1388972125930
jO,dx,fa,3,1,0,0,1409281762758
jP,kA,fb,2,0,0,1,1364295404558
jQ,oN,fb,5,0,0,0,1378217032659
jR,fJ,fb,3,0,0,1,1478960716182
jS,dq,fb,3,0,0,1,1441689812423
jT,rt,fb,2,0,0,0,1436381813530
jU,cQ,fd,4,3,1,0,1444856750964
jV,fS,fd,3,1,0,0,1433809489128
jW,bt,fd,3,2,0,0,1353477394132
jX,nB,fd,4,1,0,1,1428045983801
jY,nB,fd,3,1,0,0,1418971471773
jZ,p,fe,4,0,1,1,1474498733870
ka,im,fe,4,0,1,1,1444234919882
kb,bM,ff,5,0,0,0,1437769605261
kc,mI,ff,4,1,0,1,1409316736155
kd,pH,ff,5,0,0,0,1351994733522
ke,ai,ff,4,0,0,1,1369353439106
kf,oi,fg,3,2,0,0,1396585302314
kg,cE,fg,4,2,0,0,1458342714730
kh,ck,fg,3,1,0,0,1395591655973
ki,mI,fi,5,1,1,0,1409966585944
kj,mu,fi,2,1,0,0,1462554117878
kk,hW,fi,4,1,1,0,1474854271442
kl,qe,fi,5,0,2,0,1537903802000
km,kL,fi,3,2,0,0,1406161136979
kn,eo,fk,2,0,0,1,1365730538046
ko,mI,fk,2,1,0,0,1413162856107
kp,gz,fk,2,0,0,1,1419310415081
kq,lq,fk,3,1,0,1,1396119677812
kr,lL,fm,5,0,0,0,1394270980036
ks,qF,fm,4,0,0,1,1308041018666
kt,oJ,fm,4,1,0,1,1383883500272
ku,mW,fo,2,2,0,0,1414934736968
kv,w,fo,2,0,0,0,1396958293244
kw,cP,fo,3,0,0,0,1530572041868
kx,bF,fp,4,0,0,0,1447193746004
ky,mu,fp,4,1,0,0,1456325058884
kz,cJ,fq,3,1,1,0,1368487189461
kA,lM,fr,4,1,0,1,1492404668319
kB,mu,fr,4,1,0,0,1461357225180
kC,bJ,fr,5,3,0,1,1515384851076
kD,ob,fr,5,2,0,0,1427691115948
kE,as,fv,5,1,0,1,1516576797665
kF,iI,fv,4,1,0,0,1417937167753
kG,aX,fv,4,0,0,0,1485440640209
kH,ky,fv,4,0,0,0,1537903802000
kI,ic,fv,4,0,0,0,1536881535368
kJ,nE,fv,4,0,1,0,1536572171470
kK,rZ,fw,3,1,0,1,1377498941877
kL,bj,fx,4,1,0,0,1468173496673
kM,ob,fz,2,2,1,1,1429536305476
kN,hX,fz,2,2,1,1,1423201003521
kO,rS,fz,4,0,1,1,1463061401150
kP,qI,fz,3,4,0,1,1355369708277
